Date,Open,High,Low,Close,Adj Close,Volume
2020-01-02,11.550000,12.200000,11.460000,12.200000,12.200000,12730400
2020-01-03,11.870000,12.370000,11.820000,12.150000,12.150000,12593300
2020-01-06,12.000000,12.070000,11.700000,11.990000,11.990000,8944500
2020-01-07,11.990000,12.210000,11.750000,12.080000,12.080000,7579200
2020-01-08,12.180000,12.270000,11.900000,12.000000,12.000000,7866300
2020-01-09,12.100000,12.190000,11.930000,12.100000,12.100000,6228500
2020-01-10,12.150000,12.500000,12.070000,12.200000,12.200000,9522100
2020-01-13,12.200000,12.700000,12.120000,12.550000,12.550000,13486000
2020-01-14,12.590000,12.790000,12.440000,12.790000,12.790000,7126400
2020-01-15,12.780000,12.800000,12.310000,12.350000,12.350000,8740900
2020-01-16,12.500000,12.570000,11.780000,12.020000,12.020000,14105800
2020-01-17,12.030000,12.190000,11.600000,11.670000,11.670000,13901400
2020-01-20,11.690000,11.690000,11.430000,11.530000,11.530000,13465000
2020-01-21,11.450000,11.650000,11.180000,11.180000,11.180000,10122400
2020-01-22,11.260000,11.350000,11.120000,11.300000,11.300000,15397500
2020-01-23,11.400000,11.830000,11.360000,11.690000,11.690000,13696700
2020-01-24,11.800000,11.850000,11.510000,11.670000,11.670000,12114100
2020-01-27,11.380000,11.470000,11.050000,11.280000,11.280000,9072600
2020-01-28,11.600000,11.890000,11.430000,11.700000,11.700000,13958000
2020-01-29,11.850000,11.940000,11.510000,11.700000,11.700000,11024400
2020-01-30,11.490000,11.590000,11.060000,11.490000,11.490000,12237700
2020-01-31,11.270000,11.730000,11.210000,11.620000,11.620000,13693100
2020-02-03,11.280000,11.960000,11.200000,11.650000,11.650000,35889100
2020-02-04,11.880000,12.490000,11.770000,12.300000,12.300000,39725200
2020-02-05,12.180000,12.670000,12.070000,12.180000,12.180000,25774800
2020-02-06,12.190000,12.340000,11.760000,11.850000,11.850000,13731800
2020-02-07,11.840000,11.860000,11.230000,11.290000,11.290000,10549300
2020-02-10,11.320000,11.380000,10.840000,11.090000,11.090000,11003100
2020-02-11,11.140000,11.490000,11.050000,11.150000,11.150000,14417700
2020-02-12,11.400000,11.860000,11.210000,11.600000,11.600000,53412900
2020-02-13,11.600000,12.080000,11.430000,11.800000,11.800000,38232300
2020-02-14,12.000000,12.000000,11.660000,11.710000,11.710000,48599200
2020-02-17,11.790000,11.990000,11.510000,11.710000,11.710000,14257700
2020-02-18,11.600000,11.650000,11.190000,11.400000,11.400000,18790200
2020-02-19,11.330000,11.440000,11.110000,11.150000,11.150000,21297000
2020-02-20,11.170000,11.420000,11.000000,11.050000,11.050000,16678700
2020-02-21,11.000000,11.080000,10.960000,11.050000,11.050000,12535000
2020-02-26,null,null,null,null,null,null
2020-02-27,10.150000,10.300000,9.870000,9.940000,9.940000,28371100
2020-02-28,9.900000,10.120000,9.550000,10.090000,10.090000,30319900
2020-03-02,10.090000,10.400000,9.850000,10.250000,10.250000,21694000
2020-03-03,10.140000,10.780000,10.100000,10.490000,10.490000,19844500
2020-03-04,10.690000,10.790000,10.290000,10.430000,10.430000,17004300
2020-03-05,10.290000,10.380000,9.620000,9.980000,9.980000,10504800
2020-03-06,9.460000,9.600000,8.930000,9.000000,9.000000,21955700
2020-03-09,8.300000,8.380000,7.480000,7.540000,7.540000,39970300
2020-03-10,8.010000,8.220000,7.620000,8.150000,8.150000,37310700
2020-03-11,7.790000,8.000000,6.980000,7.550000,7.550000,19543600
2020-03-12,6.300000,6.500000,5.950000,5.980000,5.980000,34399600
2020-03-13,7.070000,7.370000,5.900000,6.670000,6.670000,41545600
